Y axis,X axis,pointNum,buildingId,maxOccupancy
1272.803165104,-959.899638567,10,197,0
1631.026762874,-481.516698291,3,119,3
4787.898171498,-3434.404399280,5,27,74
1596.790292573,898.957958843,5,880,0
7408.631414922,-3952.234959906,1,970,2
5810.334142016,-713.214470952,2,584,0
4110.376542023,180.468885601,4,492,0
1408.586623288,-1314.662423979,8,903,5
5194.970980516,-667.426586221,2,68,0
4478.676015077,1998.686717101,2,18,9
5191.169240694,-1856.640584682,2,838,0
4089.070754056,2064.279464090,3,711,0
4588.609191767,210.970954138,13,745,0
3200.116337076,1756.612195924,4,495,12
5610.164552121,-1752.886273186,3,203,12
1299.246682662,-1431.626457841,1,359,7
1823.007480567,1210.299967507,5,360,4
3418.457115050,-2056.605332316,2,875,104
3525.490321306,-534.089202955,1,923,0
5209.749046681,-1787.394641990,4,838,0
4214.450944444,99.556164669,5,510,0
5454.668795207,-3596.796464098,3,322,0
4153.659819422,-894.285987859,4,464,0
1560.805371601,-462.107746951,3,371,0
5392.813496968,-598.999899177,12,148,0
1894.288147681,-1870.973225673,5,239,2
886.851043589,129.514681134,3,298,3
3852.727583119,-1029.630624930,8,744,0
3033.604212942,-1174.089667602,7,754,13
5542.577572560,-3800.554220434,3,695,0
5217.929818198,2296.945425654,5,618,0
4019.056141038,-1918.016804165,2,1036,0
4298.646860648,-562.999604094,2,343,0
7283.127153176,-4085.179086519,9,970,2
2653.880384330,919.348227403,5,993,5
4266.676393753,-1342.748503060,5,718,0
1586.417336878,-1654.333035097,3,992,5
4595.665606174,350.063899700,6,1,0
5156.666518223,-3957.858184961,5,912,0
5455.966024350,-3408.494272856,6,76,0
4499.789452586,-1257.552795780,7,609,12
1195.091371692,321.149194576,4,779,0
5632.629211917,-4001.637715700,3,175,0
6077.866441828,-3347.849708594,2,47,0
4223.411740893,444.325890631,6,689,0
2611.562491803,-1449.981343304,5,622,18
4213.036110650,-1922.991663057,3,80,0
5027.372652464,-4280.534877450,3,551,20
4916.554620439,-1244.119079877,3,679,87
779.168542765,-1426.721511866,4,459,0
821.829928641,-1535.098201830,6,979,12
6347.185398408,-3279.055883912,4,686,0
7275.278263813,-4045.956708522,8,970,2
3151.980814093,-2141.827221269,10,547,8
1498.311911409,1050.341199445,9,919,4
3567.287334511,1340.304251775,7,825,5
5016.609428506,-4369.798333107,2,748,10
798.460350816,252.544862171,1,553,3
5154.810971275,-3356.392159534,3,611,7
4090.308040960,111.074963411,3,916,17
1599.013166263,1221.836246185,4,681,4
7201.445406448,-3157.735045672,7,92,10
2767.658664746,-2084.417459183,9,366,5
7273.417022175,-4188.512441968,6,99,10
7746.497409622,-3375.641206977,14,402,3
6640.586232931,-3217.662592225,6,543,0
3295.942298995,1635.808901457,1,860,6
4341.915384691,1108.755568192,1,34,0
7028.860736409,-4005.741321064,9,407,8
5809.510770973,-3443.262240172,6,536,3
4756.853376612,-2125.326652564,5,15,0
3222.317428325,652.765716911,4,473,9
1785.004432748,-1812.010195662,2,14,1
4717.667434209,-1484.267998219,3,240,0
6256.067054673,-3170.446529682,4,957,21
5018.858994912,2204.138218867,9,907,7
1868.108331620,587.605322197,3,301,9
1313.612577100,844.234984313,4,630,0
6640.553002314,-3945.315804180,4,714,72
4627.655529440,-1522.178951473,2,204,0
6385.634364950,-2628.860614472,8,500,0
4398.180238793,2090.908831520,6,169,0
5126.003509036,2324.888806350,7,618,0
4203.343129657,-259.798658171,2,555,0
6072.136200748,-3046.467037206,2,399,10
4241.419373289,1895.796059531,4,603,4
5464.407822418,-457.811777742,1,649,0
4685.082303589,-231.289440789,1,561,0
4890.424636191,-3535.351549923,2,441,0
5424.050557723,-1280.338303650,2,156,0
4904.451036436,1977.399619109,2,819,6
3867.863171296,-1391.171157518,3,223,13
5730.146397011,-4243.548793776,10,452,0
5435.480682614,-3509.896853340,4,973,0
1130.200410950,786.337096355,1,789,0
4626.068182923,2188.280861100,9,309,5
4530.534551915,-1745.207323476,5,670,0
5119.382268928,2223.085626231,8,817,3
4136.213240275,-244.609691700,5,555,0
5143.720080220,-811.669028558,7,806,0
3025.825790532,-2372.010883004,6,242,6
2347.142902081,1031.303565061,7,278,0
2650.987108317,-1412.941022879,2,622,18
2459.400395342,798.155650366,2,625,1
4150.252505797,-2160.972326424,1,446,0
4427.747265387,362.397793754,12,1038,8
4941.531113964,-4451.154760883,7,748,10
4915.864623142,1231.901152601,6,384,2
4258.862219876,-567.172673691,4,755,0
4425.533045130,1711.098339373,8,424,0
3675.333569344,626.589110251,6,1021,3
4865.057586970,-1095.180343745,5,190,0
4366.235137500,507.447310696,3,361,2
4211.482872431,1590.034109121,6,180,0
3199.449639772,1262.921080735,9,24,5
2807.193588895,-2307.476462728,6,892,5
3126.144126623,586.565590390,5,538,4
4910.025493887,-967.096887180,2,554,0
294.671192701,1239.600945817,5,367,0
4577.456150461,-2117.908984043,5,814,0
3762.550622443,-1281.523350061,2,106,0
5971.189480047,-877.974850573,4,170,0
1241.495270130,273.520655467,8,779,0
5140.717798668,-1545.140797322,12,456,0
1501.452595678,1137.685141982,1,756,2
5095.532434153,-1009.610015576,5,192,4
5882.787118193,-1096.175201503,4,991,72
4433.579368345,-1823.528146694,5,660,0
4044.215870546,696.735151119,3,282,0
4505.698468074,-1884.456631678,1,116,0
5969.452574109,-710.904349552,5,170,0
3770.699261317,-1798.824312095,1,836,1
1570.108023693,-105.405172607,1,606,0
4655.498185976,-131.024869371,3,136,0
4274.799682141,-1101.249528893,6,311,0
1621.320644827,-239.825531721,7,752,6
1614.971146662,-1035.258463603,1,65,5
4335.944592494,-2044.787393882,3,392,0
3748.980881393,-2037.495810446,3,995,0
3688.756160570,-773.613453717,3,849,0
6241.391012368,-640.510775426,2,898,17
6922.118020399,-4159.345760884,3,565,13
4997.227954359,-853.083405951,5,421,0
3783.826494364,-1135.154473049,5,534,12
4734.123868969,-2025.146629126,1,567,0
1316.873350390,706.720580536,7,647,0
950.383218123,-1767.080796704,10,405,6
5695.463800729,-4148.757782272,9,376,14
4812.159845178,-1420.987097421,4,166,0
3464.834149663,-1702.127630236,8,712,0
3858.028943394,-951.558188165,2,744,0
3752.015967185,1085.552106546,6,439,0
4892.722194390,-3675.109208946,3,1001,0
1307.876196783,-1012.218103522,3,952,4
7460.018954652,-4398.404149344,1,468,19
4621.548913031,2148.475715188,6,309,5
4511.191142938,-1348.786984439,6,422,0
6975.578446377,-4455.305241863,3,163,0
1165.842336203,23.636742577,5,319,4
4645.144187127,311.006126832,3,109,0
273.085416956,589.904982081,3,801,4
7078.515290233,-3737.755502172,4,867,18
5097.547101708,-1069.817700267,1,72,0
4303.341393064,-2088.403855681,1,619,107
4805.185436218,2156.692294434,2,972,0
1326.709905631,905.373614866,7,279,0
4863.704837352,-4606.555391679,3,638,16
1465.304038339,-473.403206098,2,371,0
4614.755162893,-4640.907577258,1,129,0
2714.391750731,-2196.555384998,4,559,5
5297.668715701,-5.919166133,4,713,11
6924.33281572,-3950.730392755,10,948,11
709.382909404,1066.108381040,5,340,8
6140.515339511,-3140.632747622,4,678,0
2863.766479569,651.090492126,4,574,5
4386.848813344,1482.673164626,8,351,0
5924.378253285,-1192.565114449,4,96,0
5170.520111633,-1379.102305717,4,393,0
7186.403095474,-3736.321043800,3,867,18
7076.984913414,-4387.570718444,6,737,11
4151.045891726,-65.915137261,7,803,0
3221.808439536,592.687492432,6,538,4
4008.733678101,1040.541170479,4,556,64
3831.976313722,-214.981325777,4,664,0
4818.204908988,293.046033371,2,816,0
3125.984024520,1206.189167463,5,111,8
4716.787726200,61.260822446,3,745,0
4306.544044853,-1345.999717570,2,718,0
7468.495216411,-4338.238233761,1,616,12
7078.771223819,-3777.754873650,4,568,1
1636.169796730,694.416554194,14,304,71
480.318945912,826.284343963,2,889,3
3027.967543496,-2432.036732075,3,22,7
1363.435766631,-412.460164537,20,662,242
1931.845277694,-1415.118288975,3,117,9
2197.577044597,738.547948254,4,218,0
4050.554170013,10.115204873,15,289,0
6221.654156220,-3328.295890498,2,738,0
2575.751981323,-1089.617996651,6,954,0
4283.940002773,-205.549877221,6,287,7
5091.498898744,-1866.220543770,6,759,0
3034.984527672,583.694563536,4,771,2
4341.793575896,1268.098453779,10,491,0
1686.562034785,-1766.916957520,5,14,1
4748.809764985,-33.557875141,8,290,0
4730.062447333,-1721.958905889,8,707,0
4708.692675793,-988.365140273,7,966,0
5887.159287293,-3281.399949677,1,98,0
1120.989043316,644.844951500,6,858,0
2515.120677159,-2295.207582893,6,337,14
5164.085096905,-3700.777246922,7,949,0
5851.472583641,-1375.127354042,2,734,26
3420.358675978,53.120513728,5,420,0
4632.196811760,1386.568971582,3,569,4
7541.351570180,-4265.879278569,10,616,12
6596.680007168,-2985.242013763,8,651,0
6409.545609351,-3243.875659454,6,178,5
6696.981226910,-3160.109129285,7,160,64
3765.434722034,-1824.924200552,2,653,0
1281.283149232,370.588561717,6,597,6
4463.144922251,1728.132214693,6,424,0
3793.395046449,-970.956543800,5,744,0
6742.250306408,-4130.585050038,2,1005,5
4164.877203230,1750.313438269,8,795,0
3728.757622478,-772.654504038,7,286,11
3433.483335333,-1090.188043651,2,945,12
7478.829880884,-4478.157641944,1,378,17
5243.026587336,-417.016145872,3,615,9
3342.308347714,1532.121521222,3,860,6
4574.753062791,1652.241703067,5,382,0
1449.666868461,-20.600118098,1,241,0
6640.544054096,-3945.237414170,5,948,11
4816.489471095,-4470.257266841,4,247,7
1150.713196262,-1501.627896669,7,792,4
5067.143462988,-2339.347056328,4,526,6
4513.372533325,159.740972701,7,745,0
1560.431905418,70.796468459,6,177,0
4266.635550312,-1343.149432345,4,544,0
1111.988219808,583.431286860,3,858,0
3679.227069277,-1586.075551292,2,161,20
889.700219030,374.906949418,5,383,6
4678.570107748,-4389.661727711,6,994,5
5410.422159427,-1142.516544298,6,435,0
4958.879930319,-2335.451713128,7,498,17
6075.333177230,-1132.295376066,5,529,0
4721.561961051,-1655.515302958,5,707,0
1245.919635338,166.471456575,10,782,0
4062.907552357,775.233697610,2,150,0
5494.667045793,-3597.170563176,4,322,0
5460.431132333,-3880.574242141,4,749,0
6488.745855334,-2930.702859330,1,870,0
2653.813751377,594.379519141,3,986,0
6139.287364321,-3725.354652731,2,12,0
3445.504815996,1446.166620515,4,463,5
4753.877078757,-2421.856101108,3,498,17
4976.458774119,2106.064489755,4,496,2
1520.381008103,-921.590826947,5,39,0
4858.806716184,289.136604041,6,816,0
3527.496248279,-2220.131065617,2,32,0
5627.390624042,-4083.623244646,4,175,0
2734.324880892,-2198.271832793,8,892,5
4149.518198271,-934.070997276,3,464,0
4160.808306893,-242.617980277,6,555,0
6232.449571653,-2457.519654624,1,330,6
5155.856248574,-3396.421530519,1,657,0
4007.432458021,-637.083264761,11,863,0
1705.675700209,-1542.898785931,5,927,6
2689.090782855,-2500.093417443,2,478,3
4438.279358317,-2035.744636654,3,335,0
3703.123447784,-2177.933137086,2,60,8
5958.896610942,-536.961556094,4,50,11
3948.136082417,1464.131856399,5,868,0
1244.120768873,816.755052600,2,472,0
5782.742880055,-4237.078805359,3,658,8
4127.425606877,-362.374465176,2,582,0
3868.474957395,-708.978023345,2,45,0
3912.010352217,-1294.100709802,3,640,6
4373.073006554,350.499930100,7,1038,8
4613.295759270,-1946.453067692,5,570,21
5334.921078396,-648.977946898,1,767,0
7350.084187237,-3472.029460510,4,346,9
3867.821019493,-1391.747668255,6,915,2
3821.678948681,-1749.194800334,4,836,1
3909.985870852,1409.572400427,1,868,0
4227.963472155,-461.270946102,13,499,17
4386.503028423,497.980288859,5,975,7
4211.722549391,1656.847240212,5,180,0
7790.062132112,-3498.667556860,12,402,3
2045.530993572,612.000288791,1,304,71
1233.610090798,-951.886724681,3,256,0
4284.031471711,-69.022281394,4,663,7
1050.275102908,-1759.898187364,8,794,0
4537.544769958,-1521.323027623,1,204,0
5459.491123161,-3209.497691421,2,775,0
4985.790446733,-736.294530779,4,694,0
6068.714198819,-3590.372499436,4,969,0
6831.509455895,-2572.422712592,10,581,4
4888.864867468,2153.849115338,7,972,0
1350.766609618,15.587618865,4,241,0
1651.444075712,452.299987524,2,58,119
4346.188212117,-880.665640932,11,349,0
7303.942734365,-3745.051268037,3,970,2
4824.094421632,-1033.006174977,4,708,0
3224.541645848,-1100.783588843,5,600,12
3728.685852781,-55.416346692,9,643,15
3331.017528831,-1256.488335067,2,1025,7
5627.181715362,-4085.114580710,7,376,14
3703.255065443,-1883.941141208,4,909,0
1366.572653322,-1586.742953864,5,586,0
5430.999736997,-4003.250748172,14,624,13
2126.184792126,-1894.276763322,3,826,15
1223.559436906,815.107489052,16,789,0
2863.703805674,631.088274861,6,771,2
5193.726355402,-1913.538807674,6,838,0
5072.657959345,-4534.002463015,4,415,19
4522.644474799,-779.207699984,4,78,7
6874.613476774,-2768.324047931,2,810,10
2646.477711363,-1253.805515775,6,944,7
4645.564935098,-677.926100703,2,626,0
4917.674192880,-1653.811987902,5,1042,0
5321.637244005,-4062.062056701,6,829,11
4201.057500612,2236.319911288,14,107,0
1519.115512601,-1265.294957408,15,903,5
2396.885604753,698.013655773,7,847,0
5878.268790956,-779.891469007,4,584,0
5118.948353085,-1270.445655067,1,393,0
5307.158179331,-1967.470685369,3,475,0
3151.501919658,-2165.276587328,9,547,8
1330.282582608,-1734.524528160,7,992,5
6205.890310084,-3422.479462525,3,387,0
6267.631540223,-3701.849286630,8,1011,0
4142.390766916,555.244159443,4,689,0
3670.477739410,1039.401773836,5,347,0
6100.347556763,-3646.940475028,7,155,0
4796.187994516,302.497172155,6,114,19
5863.531716758,-2440.568073191,4,269,0
7369.183327090,-4209.426612003,5,127,11
2621.045462840,-2318.616082258,5,426,0
3358.458088700,-1590.631773978,5,532,8
5125.937727383,-1745.496511019,5,348,0
1777.360793284,-1727.953531191,4,350,0
7149.660735596,-4105.238774702,11,407,8
7033.219910554,-3838.331051918,2,568,1
5046.720218180,-852.566387626,1,421,0
5792.421009310,-1178.801071474,2,882,0
2007.512543227,650.191711693,9,304,71
6932.651314901,-4120.757554046,4,565,13
276.595297306,589.924944785,2,784,0
553.870431733,130.420491377,3,553,3
910.814737123,-1667.735510446,15,405,6
3749.533898663,-1982.963544977,2,995,0
6540.580048236,-3216.440213782,8,953,64
4452.740722372,-700.648670290,2,78,7
5694.675543562,-1743.557794572,2,805,6
2706.053560483,-2328.066778627,3,373,0
4406.347244395,1774.624582083,12,424,0
4338.950221095,-1881.665060321,9,573,0
7458.958653725,-4469.387407519,4,468,19
4610.336766312,-898.769036797,8,635,0
4967.826525370,-4011.142451905,3,418,0
3164.322687537,-2182.541479676,1,894,14
6259.737515007,-1856.536319111,1,835,13
3651.598910623,-413.466113608,6,409,0
4436.460391134,1396.011154034,10,194,0
4537.628784027,-1541.324727846,2,149,0
1129.605365634,809.050263778,17,789,0
4344.532860201,1209.076167023,9,491,0
4434.117037377,-1253.210897489,1,609,12
3919.491163304,-1616.798796371,4,164,182
5623.238887718,-3686.955697293,7,358,15
3829.273445701,1308.862076432,8,135,0
5258.118315616,2276.915007437,3,533,10
3715.268498944,699.959797125,4,231,0
4311.342680576,2198.126592250,3,100,0
3831.817146075,-129.232295673,5,664,0
4162.437711620,-1826.867436400,7,80,0
2612.653086323,-1533.115088492,6,622,18
2969.426858337,-2466.634732120,8,739,2
4752.106345524,-126.527980739,5,174,0
3705.009087153,-1923.902665301,3,909,0
6095.313673782,-3688.345817373,6,155,0
6696.877302247,-2516.548113004,11,262,394
7731.746390454,-3136.015776881,2,612,0
1130.200410950,786.337096355,18,789,0
7405.277413548,-3398.273376830,8,402,3
5991.088059943,-888.134554231,5,357,0
3038.976848100,643.564143229,4,774,0
5111.350341975,-3965.644253195,6,912,0
5647.519511437,-1068.400816180,5,593,0
4436.002293608,-1426.651122331,2,422,0
4310.157055185,2080.509762590,1,921,7
4692.208552057,392.557816729,7,901,0
7810.053819789,-3498.090994799,5,183,0
3789.758769349,610.639999641,2,440,5
1469.181474628,-10.724318927,3,769,0
4619.967274389,-1631.657778803,4,149,0
1326.296377729,965.599416738,7,394,0
250.049965569,119.141117716,5,42,0
5672.170766793,-3940.991449502,1,300,6
3866.233832518,1037.880277766,1,766,0
6497.045555526,-3775.162619304,4,548,0
5170.865920262,-578.022867811,3,137,8
5260.344232557,-2054.531286645,4,17,0
4011.882040535,-1718.611175825,5,503,0
1342.141850815,354.285419921,3,935,0
4658.615014719,-4388.322226977,1,362,12
3853.500326476,-1552.080084516,7,915,2
2455.148688315,-2297.082950425,4,1008,7
5079.417344912,-1392.286983190,3,338,0
1249.121474994,82.135746959,9,782,0
4847.021483348,1172.403164260,6,519,3
4897.637362634,76.641944027,2,595,0
5676.994131166,-932.514733997,6,761,0
4313.177774445,-1774.435042259,12,917,115
7791.691831402,-3133.457631158,5,733,8
3970.501097909,-794.064454444,5,765,0
4110.404097649,2590,3,379,0
4319.459153810,2292.713796830,2,100,0
4157.896957605,-934.237119269,5,198,0
2081.097180509,-1586.877329422,6,826,15
4934.816313181,-3749.931329622,4,802,0
523.364377848,764.103171842,5,889,3
4307.445689018,717.468819902,1,369,0
1065.817900760,26.427488474,5,656,3
4070.175559837,-865.487196755,3,486,0
3810.261951920,1093.686521413,4,439,0
4866.282150163,-804.622245605,8,375,0
3967.427181555,-1822.803400236,8,560,0
3675.147018720,782.246507116,2,231,0
5809.827990352,-809.143360493,5,284,0
3017.799161631,-2660.017435744,2,739,2
7522.416418645,-4640.701945210,7,465,16
4361.331949162,-1647.296548923,5,650,0
2727.668439180,-2083.452536493,14,366,5
5079.744050898,-3891.150029837,8,912,0
733.468685381,-2019.106226164,6,303,0
737.992056097,818.854366103,5,265,4
5509.774644840,-4171.770883343,10,998,0
1030.785926869,825.317747808,7,35,0
5640.306789050,-973.721303221,4,761,0
1585.560471628,1009.384031077,6,919,4
3704.290548026,-2217.916106923,5,60,8
3216.095316281,-2551.468344588,6,971,10
5173.392661868,-550.664260803,4,137,8
3708.189730311,1197.749513292,8,323,0
4855.845771291,-590.244130586,2,1022,17
4796.406055443,2117.525112929,7,309,5
3023.945991721,-2316.640692728,5,242,6
554.058622330,838.407349367,2,494,0
5162.677977233,-537.569669285,9,137,8
1193.234963160,-1438.306198710,3,363,2
4537.532527920,-2120.379684984,4,814,0
1341.071412926,151.469064087,3,326,0
371.166578614,593.861557543,4,564,15
5681.485724015,-3528.016827218,4,850,0
853.028189073,170.040037636,5,298,3
3667.514498071,-1336.576159477,6,924,8
2810.145177923,-2199.019160411,6,131,14
4658.361568123,-988.870368130,5,70,0
4470.553771934,675.414239064,2,964,98
5433.046327555,-3670.403305421,3,973,0
380.414207030,1206.219835164,3,367,0
4627.776846434,2208.215380384,5,200,4
3201.489723466,1587.222355534,8,682,3
4046.751884888,2123.197851083,4,980,9
5074.079436286,-2244.176957008,3,151,0
3054.794317954,-1163.743224607,4,291,11
5972.417840317,-3293.945664070,3,74,0
3062.286160817,-1911.960528934,12,820,0
1105.863679519,-1596.382342685,7,461,2
5749.565517994,-3556.508964692,2,850,0
1326.838577818,-1533.590636906,1,579,12
834.805901175,-1959.046029092,3,233,7
4009.488918180,1039.854298896,8,766,0
6251.788064620,-528.810911903,5,124,57
4926.656681230,192.641573037,3,342,0
3789.950439283,-1942.091869337,5,995,0
4378.909366564,-1881.939514552,12,573,0
2130.188476665,-1950.297846107,6,697,3
4218.701446866,1717.143080385,4,795,0
6073.142996120,-1092.355382242,6,529,0
6779.902536875,-3683.421620801,6,187,0
1483.325622977,-1124.979677376,3,353,2
1647.624936140,-1159.862332500,2,280,0
5344.959597271,2042.937797515,3,237,7
4386.884063839,1522.673149093,2,351,0
5775.964039422,-4327.726957189,8,452,0
3700.624582226,1197.730169847,7,323,0
5970.387519571,-3077.550568766,7,434,0
2034.035975705,-1982.728058893,4,697,3
5925.490199034,-1202.030492839,5,514,8
2706.902149686,-1261.930011575,5,648,7
2186.447526195,491.299974072,5,61,14
